event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO12847,"On 4 May 2022, soldiers on-duty shot at each other after a fight broke out between them at a base near Ntim (Nwa, Donga-Mantung, Nord-Ouest) coded to Nwa. Three soldiers were killed and two others were wounded.",B,Battles,State forces (Cameroon)
CAO13082,"On 21 February 2024, the state security forces, coded as the military forces ambushed and clashed with the Ambazonian Separatists restoration forces along Buea - Kumba main road, coded to Kumba (Kumba 1, Meme, Sud-Ouest). A driver of a public transport vehicle was hit and killed by a stray bullet. No information on the injuries.",B,Battles,State forces (Cameroon)
CAO14477,"On 13 June 2024, the military forces from the Rapid Intervention arrested 20 men and 12 women from their private residences in Kumbe (Konye, Meme, Sud-Ouest). The reason for their arrest is unknown.",S,Strategic developments,State forces (Cameroon)
CAO14476,"On 4 June 2024, the military forces from the Rapid Intervention clashed with Ambazonian Separatists from the ADF faction in Angie (Batibo, Momo, Nord-Ouest). 1 Separatist was killed. The military forces recovered a weapon and set fire to the Separatists hideout.",B,Battles,State forces (Cameroon)
CAO13569,"Around 15 June 2024 (as reported), the military forces from the Rapid Intervention clashed with the Boko Haram (JAS) (likely) militants in Yazoulari (Kolofata, Mayo-Sava, Mayo-Sava). 2 militants were killed. No information on the injuries.",B,Battles,State forces (Cameroon)
CAO15910,"Other: On 13 October 2024, the gendarmerie forces fired sporadic gunshots into the air at a market square in Bafmeng (Fungom, Menchum, Nord-Ouest) for an unknown reason. There were no fatalities.",S,Strategic developments,State forces (Cameroon)
CAO10262,"On 16 January 2023, state security forces (coded as military) assaulted and arrested a male civilian at a vehicular checkpoint in Kake (Meme, Sud-Ouest). He was suspected to be transporting drugs to Ambazonian Separatists in Big Ekombe. All the drugs on him were confiscated. No information on injuries.",V,Violence against civilians,State forces (Cameroon)
CAO3983,"On 22 October 2020, the military forces engaged in a fire fights with Ambazonian separatists in Muea town (Fako, Sud-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO10901,"Other: On 28 December 2023, the military forces fired several gunshots to the air at the market square in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) after they were informed about the presence of Ambazonian Separatists.",S,Strategic developments,State forces (Cameroon)
CAO13665,"On 14 April 2024, security forces, coded as the military forces, arrested 40 men from their private residences in Bekora (Ekondo Titi, Ndian, Sud-Ouest) for an unknown reason and took them to a detention facility.",S,Strategic developments,State forces (Cameroon)
CAO8959,"On 31 July 2022, the military forces killed 2 suspected Ambazonian Separatist fighters in Bambui (Tubah, Mezam, Nord-Ouest). Their dead bodies were paraded before being placed at Four Corners Bambui for public viewing. The military had arrested 3 suspected separatists and several civilians during a funeral ceremony. The third suspect was held in custody.",B,Battles,State forces (Cameroon)
CAO15887,"On 6 October 2024, a mixed contingent, coded as the military forces and the gendarmerie forces, ambushed and clashed with the Ambazonian Separatists from the ADF faction in the Nchualam neighborhood in Bamenda - Mankon (Bamenda 2, Mezam, Nord-Ouest) during a military operation to dislodge the Separatists. There were no fatalities. The military forces claimed to have dismantled two Separatist hideo",B,Battles,State forces (Cameroon)
CAO14173,"On 24 May 2024, security forces members, coded as the military forces, arrested and beat 3 women in Kichu, coded to Fundong (Fundong, Boyo, Nord-Ouest) for not reporting the presence of Separatists in the area. The women were released the next day.",V,Violence against civilians,State forces (Cameroon)
CAO4274,"On 15 January 2021, the military forces conducted 'mass arrests' and engaged in a fire fight with Ambazonian separatists in Tiko town (Fako, Sud-Ouest).",B,Battles,State forces (Cameroon)
CAO13274,"On 31 March 2024, security forces, coded as the military forces shot and killed 1 civilian in Doukrey (Kai-Kai, Mayo-Danay, Extreme-Nord). In retaliation, community members attacked the military with bladed weapons causing the soldiers to fire back. 3 more civilians and 1 soldier were killed. (Total 5 fatalities).",V,Violence against civilians,State forces (Cameroon)
CAO7206,"On 5 April 2023, the Cameroonian military forces clashed with suspected Ambazonian separatists around Bafut (Bafut, Mezam, Nord-Ouest). At least 3 were killed and their bodies were displayed at Nforya Junction in Bafut.",B,Battles,State forces (Cameroon)
CAO9857,"On 27 November 2022, military forces ambushed Ambazonian Separatists who were at an informal checkpoint in Takijah (Bui, Nord-Ouest). Two fighters were killed, and several others sustained injuries.",B,Battles,State forces (Cameroon)
CAO10687,"On 20 May 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists at a bar in Balikumbat commune, coded to Balikumbat (Ngo-Ketunjia, Nord-Ouest). No casualties.",B,Battles,State forces (Cameroon)
CAO14950,"On 18 September 2024, the military forces molested (action unspecified) and killed a civilian welder in Bamali (Ndop, Ngo-Ketunjia, Nord-Ouest) after the Separatists forced him to give them a ride on his bike. His body was left at 3-corners Bamali.",V,Violence against civilians,State forces (Cameroon)
CAO5987,"On 12 April 2022, a grenade detonated mistakenly and killed a teenager in Kumbo (Kumbo, Bui, Nord-Ouest) few days after it was presumably thrown by military forces at Ambazonian fighters.",E,Explosions/Remote violence,State forces (Cameroon)
CAO7608,"On 21 August 2023, the military forces (Rapid Intervention) fired several warning shots at suspected Boko Haram (JAS) (likely) militants in the direction of Igawa Doulo (Mora, Mayo-Sava, Extreme-Nord). There were no fatalities.",B,Battles,State forces (Cameroon)
CAO12605,"On 22 January 2021, the military forces Bafia (Fako, Sud Ouest). They broke into houses, attacked and arrested civilians.",V,Violence against civilians,State forces (Cameroon)
CAO4183,"On 20 December 2020, military forces killed one young man in Mukuru village, around Wum (Menchum, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO14470,"On 4 June 2024, security forces, coded as the military forces, beat and injured a civilian in his private car by the roadside at Tiko Round About in Tiko (Tiko, Fako, Sud-Ouest) after the victim had delayed the military forces who had been escorting a senior government official.",V,Violence against civilians,State forces (Cameroon)
CAO9693,"On 7 June 2022, military forces, on their way to Njikwa for a military operation, fired several gunshots in Kobenyang, coded to Mbengwi (Momo, Nord-Ouest) after they suspected the presence of Ambazonian Separatists fighters. During the shootout, a woman was injured from a stray bullet while movement was temporary impacted for about two hours.",V,Violence against civilians,State forces (Cameroon)
CAO3845,"On 26 June 2020, the military forces reportedly killed 2 people, injured one and arrested another during a raid in Ekona town (Kupe-Manenguba, Sud-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO12706,"Looting: On 14 June 2021, military forces looted properties when they broke into houses during an invasion of Ikata (Fake, Sud-Ouest). They broke into houses and looted property.",S,Strategic developments,State forces (Cameroon)
CAO4351,"On 9 February 2021, the military forces reportedly killed an Ambazonian separatists commander in Ntankah neighborhood of Mankon village (Bamenda - Mankon, Mezam, Nord-Ouest).",B,Battles,State forces (Cameroon)
CAO11075,"On 23 November 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces onboard a motorcycle in Konye (Konye, Meme, Sud-Ouest). The military forces members shot and injured one.",B,Battles,State forces (Cameroon)
CAO9923,"On 20 March 2021, state forces, coded as military, raided the village Bengang located in Batibo (Momo, Nord-Ouest).There was 1 civilian killed.",V,Violence against civilians,State forces (Cameroon)
CAO12898,"On 14 February 2024, security forces, coded as the military shot and killed a traditional doctor at his residence in Bessom, coded to Batibo (Batibo, Momo, Nord-Ouest) during a cordon and search operation. They accused the victim of providing fortification charms to Ambazonian Separatists.",V,Violence against civilians,State forces (Cameroon)
CAO11115,"Other: On 5 February 2024, the military forces members fired multiple gunshots in Mamfe (Mamfe, Manyu, Sud-Ouest) under unclear circumstances.",S,Strategic developments,State forces (Cameroon)
CAO12166,"Other: On 28 August 2023, state security forces, coded as the military forces, fired gunshots in the air in Agyati (Bafut, Mezam, Nord-Ouest) under unclear circumstances. There were no fatalities. The soldiers had laid an ambush in the bush and waited an entire night for the Ambazonian Separatists before leaving.",S,Strategic developments,State forces (Cameroon)
CAO8982,"On 10 July 2022, RIB forces dressed in civilian attire ambushed Ambazonian separatists at a checkpoint regularly mounted by separatists in Guzang (Batibo, Momo, Nord-Ouest). One fighter was killed and a female civilian was injured by a stray bullet.",B,Battles,State forces (Cameroon)
CAO6584,"On 25 September 2022, Cameroonian security forces arrested at least 60 people in Kourgui (Mora, Mayo-Sava, Extreme-Nord). 30 motorbikes without official documents were seized. The military were looking for armed group members.",S,Strategic developments,State forces (Cameroon)
CAO12051,"On 3 October 2023, state security forces (coded as military) physically assaulted a man along the road at Mile 15 in Bokova (Fako, Sud-Ouest), injuring him, for unknown reasons.",V,Violence against civilians,State forces (Cameroon)
CAO12649,"On 22 February 2022, a soldier shot a hotel owner alongside another person and wounded them at Ayaba street in Bamenda (Bamenda 1, Mezam, Nord-Ouest). There are conflicting reports as what actualy ensued, but local witnesses said they were shot in the heat of an argument that arose as they drank together in a bar.",V,Violence against civilians,State forces (Cameroon)
CAO14631,"Other: On 21 August 2024, the military forces fired several warning shots at an unidentified armed group near the army post in Hile Alifa (Hile-Alifa, Logone-et-Chari, Extreme-Nord). There were no clashes. There were no fatalities.",S,Strategic developments,State forces (Cameroon)
CAO11445,"On 4 July 2023, state security forces, coded as military forces, on a foot patrol, shot at two civilians at Jinkfuin, coded to Kikfuini (Boyo, Nord-Ouest). One of the victims was killed, the other was arrested and taken to forces' base for questioning.",V,Violence against civilians,State forces (Cameroon)
